,,,,,,,,,
EDUSYSTEMAS/MARICELL,EDUSYSTEMAS/MARICELL,EDUSYSTEMAS/MARICELL,EDUSYSTEMAS/MARICELL,EDUSYSTEMAS/MARICELL,EDUSYSTEMAS/MARICELL,EDUSYSTEMAS/MARICELL,EDUSYSTEMAS/MARICELL,EDUSYSTEMAS/MARICELL,EDUSYSTEMAS/MARICELL
CRA 37#42-83TEL:3012077293 CESAR AUGUSTO,CRA 37#42-83TEL:3012077293 CESAR AUGUSTO,CRA 37#42-83TEL:3012077293 CESAR AUGUSTO,CRA 37#42-83TEL:3012077293 CESAR AUGUSTO,CRA 37#42-83TEL:3012077293 CESAR AUGUSTO,CRA 37#42-83TEL:3012077293 CESAR AUGUSTO,CRA 37#42-83TEL:3012077293 CESAR AUGUSTO,CRA 37#42-83TEL:3012077293 CESAR AUGUSTO,CRA 37#42-83TEL:3012077293 CESAR AUGUSTO,CRA 37#42-83TEL:3012077293 CESAR AUGUSTO
MOVIMIENTO:JULIO 1 AL 31/ 2025,MOVIMIENTO:JULIO 1 AL 31/ 2025,MOVIMIENTO:JULIO 1 AL 31/ 2025,MOVIMIENTO:JULIO 1 AL 31/ 2025,MOVIMIENTO:JULIO 1 AL 31/ 2025,MOVIMIENTO:JULIO 1 AL 31/ 2025,MOVIMIENTO:JULIO 1 AL 31/ 2025,MOVIMIENTO:JULIO 1 AL 31/ 2025,MOVIMIENTO:JULIO 1 AL 31/ 2025,MOVIMIENTO:JULIO 1 AL 31/ 2025
MATERIAL,SALDO,12820,11631,12845,12838,12869,12879,11668,SALDO 
MATERIAL,2025-06-30,2025-07-01,2025-07-10,2025-07-11,2025-07-10,2025-07-18,2025-07-22,2025-07-24,2025-07-31
MARCOS DE ANDAMIOS 1.50 VERDES,4,,,,,,,,4
CRUCETAS 2.40,4,,,,,,,,4
TABLONES  DE 3 MTROS,7,,,,,,,,7
FORMALETA DE 15*1.20,16,,-16,,,,,,
FORMALETA DE 40*1.20,20,,-20,,,48,4,,52
"FORMALETA DE 35*1,20",,,,,,,2,,2
FORMALETA DE 30*1.20,12,,-12,,,,1,,1
"FORMALETA DE 20*1,20",,,,,,2,1,,3
FORMALETA DE 10*1.20,0,,,,,,,,
FORMALETA DE 5*1.20,0,,,,,,2,,2
"FORMALETA DE 45*1,20",,,,,,,16,,16
"FORMALETA DE 50*1,20",,,,,,,7,,7
TABLEROS DE MADERA DE 70*1.40,175,,,,,,,-2,173
ANGULOS DE 60,24,,-24,,,,,,
ANGULOS DE 1.20,16,,-16,,,,,,
PARALES DE 3 MTROS,9,,,,,,,-1,8
PARALES DE 2 MTROS,2,,,,,,,,2
PARAL DE 1 MTROS,,,,,,,,-1,-1
"PARALES LARGOS DE 3,5",47,,,16,28,29,,,120
PARALES DE 4 MTROS,113,,,,,16,,-11,118
CERCHAS DE 3 MTROS PLATINA,63,,,,14,,,-2,75
CERCHAS DE 2 MTROS,7,,,8,,,,-6,9
"CERCHAS DE 2,50",4,,,,,,,-2,2
CERCHAS DE 1 MTRO,4,,,,,,,-4,
"CERCHAS DE 1,50",2,,,,,,,-2,
BANDAS DE 40*1.40,10,,,,,,,,10
BANDAS DE4O*1.20,2,,,,,,,,2
CHAPETAS,317,100,-414,,,100,103,-29,177
CAJA METALICA,1,,-1,,,,,,
ALINEADORES DE 6 MTROS,0,,,,,10,,-2,8
ALINEADORES DE 3 MTROS,,,,,,2,,,2
"ALINEADORES DE 2,5",,,,,,,3,,3
ALINEADORES DE 2 MTROS,,,,,,,5,-1,4
"ALINEADORES DE 1,5",,,,,,,3,,3
TENSORES,,,,,,33,70,-29,74
RINCONERAS DE 10*10*60,,,,,,,13,-1,12
Hora,,04:20,09:00,08:30,08:00,10:30,11:00,03:00,
TRANSPORTE,,NKW-03D,40000,30000,30000,50000,50000,50000,250000
