POLIMYS,POLIMYS,POLIMYS,POLIMYS,POLIMYS,POLIMYS,POLIMYS,POLIMYS,POLIMYS
CRA 19#16-46 TEL:3174409576,CRA 19#16-46 TEL:3174409576,CRA 19#16-46 TEL:3174409576,CRA 19#16-46 TEL:3174409576,CRA 19#16-46 TEL:3174409576,CRA 19#16-46 TEL:3174409576,CRA 19#16-46 TEL:3174409576,CRA 19#16-46 TEL:3174409576,CRA 19#16-46 TEL:3174409576
MOVIMIENTO: JULIO/ 2025,MOVIMIENTO: JULIO/ 2025,MOVIMIENTO: JULIO/ 2025,MOVIMIENTO: JULIO/ 2025,MOVIMIENTO: JULIO/ 2025,MOVIMIENTO: JULIO/ 2025,MOVIMIENTO: JULIO/ 2025,MOVIMIENTO: JULIO/ 2025,MOVIMIENTO: JULIO/ 2025
MATERIAL,SALDO,11634,11662,12886,12887,11670,11676,SALDO 
MATERIAL,2025-06-30,2025-07-11,2025-07-23,2025-07-25,2025-07-25,2025-07-25,2025-07-30,2025-07-31
TABLERO DE MADERA 70*1.40,6,-3,-3,,,,,
"FORMALETA DE 30*1,20",5,-4,,,,,-1,
RODACHINES DE ANDAMIO,,,,4,,-4,,
"BANDAS DE MADERA 40*1,40",,,,,10,,,10
Hora,,04:00,04:30,09:30,01:45,04:41,10:30,
TRANSPORTE,,SOL-AXZ,****,JONDER,504AAZ,SSY-356,****,
,5,-4,,4,,-4,-1,
