IXA SAS,IXA SAS,IXA SAS,IXA SAS,,
CRA 34 #41-63 TEL: 3156847765,CRA 34 #41-63 TEL: 3156847765,CRA 34 #41-63 TEL: 3156847765,CRA 34 #41-63 TEL: 3156847765,,
MOVIMIENTO:JULIO 16/2025,MOVIMIENTO:JULIO 16/2025,MOVIMIENTO:JULIO 16/2025,MOVIMIENTO:JULIO 16/2025,,
MATERIAL,12855,11645,SALDO,,
MATERIAL,2025-07-16,2025-07-16,2025-07-31,,
"MARCOS DE ANDAMIOS 2*0,90",4,-4,,,
CRUCETAS 2.MTROS,4,-4,,,
TABLONES CORTOS,3,-3,,,
Hora,08:55,03:25,,,
Transporte,XLE -235,XLE -235,,,
,,,,,
,,,,,
,,,,,
"EQUIORIENTE SAS  NIT.900,206,780-7","EQUIORIENTE SAS  NIT.900,206,780-7","EQUIORIENTE SAS  NIT.900,206,780-7","EQUIORIENTE SAS  NIT.900,206,780-7","EQUIORIENTE SAS  NIT.900,206,780-7","EQUIORIENTE SAS  NIT.900,206,780-7"
IXA SAS TEL:3156847765,IXA SAS TEL:3156847765,IXA SAS TEL:3156847765,IXA SAS TEL:3156847765,IXA SAS TEL:3156847765,IXA SAS TEL:3156847765
MATERIAL,DETALLES,DETALLES,DETALLES,COSTOS,COSTOS
MATERIAL,DIAS,CANTIDAD,VALOR,COSTO DIARIO,PRECIO DIARIO
SECCION DE ANDAMIOS,5,2,2000,4000,20000
TABLONES DE 3 MTROS,5,3,1000,3000,15000
,,VALOR DIARIO CON IVA,VALOR DIARIO CON IVA,8330,
,,TOTAL DIAS,TOTAL DIAS,35000,
,,IVA,IVA,6650,
,, GRANTOTAL, GRANTOTAL,41650,
