DIEGO GUTIERREZ,DIEGO GUTIERREZ,DIEGO GUTIERREZ,DIEGO GUTIERREZ,DIEGO GUTIERREZ,DIEGO GUTIERREZ,DIEGO GUTIERREZ,DIEGO GUTIERREZ,DIEGO GUTIERREZ
FERRETERIA VENADO DE ORO,FERRETERIA VENADO DE ORO,FERRETERIA VENADO DE ORO,FERRETERIA VENADO DE ORO,FERRETERIA VENADO DE ORO,FERRETERIA VENADO DE ORO,FERRETERIA VENADO DE ORO,FERRETERIA VENADO DE ORO,FERRETERIA VENADO DE ORO
MOVIMIENTO:MAYO/2026,MOVIMIENTO:MAYO/2026,MOVIMIENTO:MAYO/2026,MOVIMIENTO:MAYO/2026,MOVIMIENTO:MAYO/2026,MOVIMIENTO:MAYO/2026,MOVIMIENTO:MAYO/2026,MOVIMIENTO:MAYO/2026,MOVIMIENTO:MAYO/2026
MATERIAL,SALDO,13315,13635,13652,13336,13760,,SALDO
,2026-04-30,2026-05-06,2026-05-07,2026-05-11,2026-05-19,2026-05-29,,2026-05-31
"TABLEROS DE MADERA DE 70*1,40",98,,70,,,,,168
CERCHAS DE 3 MTROS,22,,30,,,,,52
"CERCHAS DE 1,50  MTROS",6,,,,,,,6
PARALES DE 3 MTROS,4,,,,,,,4
"PARAL DE 3,5",0,,,,,,,
PARALES DE 4 MTROS,58,,,,,,,58
PARALES DE 6 MTROS,,,,,,6,,6
"  BANDAS DE  40*1,40",5,,,,,,,5
CERCHAS DE 2 MTROS ,0,,,,,5,,5
CERCHAS DE 1 MTRS,7,-5,,,,,,2
CERCOS DE TABLEROS DE MADERA ,0,,,,,,,
PARALES DE 6 METROS,0,,,,,,,
RUEDAS DE ANDAMIOS ,0,,,,,,,
CERCOS DE MADERA ,15,,,,,,,15
"FORMALETA DE 40*1,20",,,,4,-4,,,
"FORMALETA DE 15*1,20",,,,8,-8,,,
"ANGULOS DE 1,20",,,,4,-4,,,
ANGULOS DE 60,,,,8,-8,,,
HORA,,04:00,03:30,10:45,03:30,08:35,,
Transporte,,CCL-358,CCL-358,SSY-356,CCL-358,CCL-358,,
