STERICARE PLUS /ANDRES MORENO,STERICARE PLUS /ANDRES MORENO,STERICARE PLUS /ANDRES MORENO,STERICARE PLUS /ANDRES MORENO,STERICARE PLUS /ANDRES MORENO,STERICARE PLUS /ANDRES MORENO
CRA 38#41-108 TEL:3026565476,CRA 38#41-108 TEL:3026565476,CRA 38#41-108 TEL:3026565476,CRA 38#41-108 TEL:3026565476,CRA 38#41-108 TEL:3026565476,CRA 38#41-108 TEL:3026565476
MOVIMIENTO: MARZO/ 2025,MOVIMIENTO: MARZO/ 2025,MOVIMIENTO: MARZO/ 2025,MOVIMIENTO: MARZO/ 2025,MOVIMIENTO: MARZO/ 2025,MOVIMIENTO: MARZO/ 2025
MATERIAL,SALDO,11455,12646,,SALDO 
MATERIAL,2025-03-31,2025-04-03,2025-04-03,,2025-04-30
MARCOS DE ANDAMIOS 1.50 VERDES,48,-48,8,,8
CRUCETAS 2.40,48,-48,8,,8
TABLONES  DE 3 MTROS,28,-16,,,12
PLATAFORMAS,2,,,,2
MEZCLADORA DE CONCRETO,1,-1,,,
Hora,,03:30,03:30,,0.2916666666666667
TRANSPORTE,,50000,,,50000
"DEPOSITO $100,000",,,,,
