LUDWIN ANGULO,LUDWIN ANGULO,LUDWIN ANGULO,LUDWIN ANGULO,LUDWIN ANGULO,LUDWIN ANGULO,LUDWIN ANGULO
INDEPENDENCIA,INDEPENDENCIA,INDEPENDENCIA,INDEPENDENCIA,INDEPENDENCIA,INDEPENDENCIA,INDEPENDENCIA
MOVIMIENTO: SEPTIEMBRE/2026,MOVIMIENTO: SEPTIEMBRE/2026,MOVIMIENTO: SEPTIEMBRE/2026,MOVIMIENTO: SEPTIEMBRE/2026,MOVIMIENTO: SEPTIEMBRE/2026,MOVIMIENTO: SEPTIEMBRE/2026,MOVIMIENTO: SEPTIEMBRE/2026
MATERIAL,13999,13645,,,,SALDO 
,2026-09-09,2026-09-16,,,,2026-09-30
"MARCOS DE ANDAMIO 1,50",12,-12,,,,
"CRUCETAS 2,40",12,-12,,,,
TABLONES DE 3 MTROS ,8,-8,,,,
HORA,08:30,11:30,,,,
Transporte,35000,35000,,,,70000
